es,var,study,se,z,count,w
-0.723884984,0.133187648,Eads et al,0.364948829,-1.98352461,9,0.111111111
-1.102549648,0.143993996,Eads et al,0.379465408,-2.905534009,9,0.111111111
-0.2875886,0.40413536,Semlitsch,0.635716415,-0.452385046,9,0.111111111
-0.843290504,0.435556944,Semlitsch,0.659967381,-1.277776037,9,0.111111111
-1.588448681,0.526158461,Semlitsch,0.725367811,-2.189852731,9,0.111111111
-1.126722808,0.044564924,Kasule,0.211104061,-5.337286284,6,0.166666667
-0.994313259,0.043214706,Kasule,0.207881471,-4.783077844,6,0.166666667
-1.330870039,0.610700941,Sommer&Pearman,0.78147357,-1.703026294,6,0.166666667
-3.152313058,1.121067351,Sommer&Pearman,1.05880468,-2.977237555,6,0.166666667
-1.349136113,0.01805178,Fairbanks et al 2011,0.134356912,-10.04143434,3,0.333333333
-1.233506439,0.216398594,Shama et al,0.465186623,-2.651637812,24,0.041666667
-1.314500352,0.243197779,Shama et al,0.493150869,-2.665513609,24,0.041666667
-1.215934187,0.215420362,Shama et al,0.464133992,-2.619791286,24,0.041666667
-1.269986844,0.267024072,Shama et al,0.51674372,-2.457672528,24,0.041666667
-1.197119441,0.214388522,Shama et al,0.463021081,-2.585453426,24,0.041666667
-1.235351036,0.238152305,Shama et al,0.488008509,-2.531412904,24,0.041666667
-1.099269452,0.209281667,Shama et al,0.457473132,-2.402915877,24,0.041666667
-1.174174127,0.260519024,Shama et al,0.510410643,-2.300449928,24,0.041666667
-1.134019025,0.580374947,Clark et al,0.761823435,-1.488558861,48,0.020833333
-1.129410158,0.579722957,Clark et al,0.761395401,-1.4833425,48,0.020833333
-1.300611708,0.605724426,Clark et al,0.778282999,-1.671129538,48,0.020833333
-1.242927879,0.596554357,Clark et al,0.772369314,-1.609240368,48,0.020833333
-1.144581808,0.58187922,Clark et al,0.762810081,-1.500480705,48,0.020833333
-1.138044269,0.580946547,Clark et al,0.762198496,-1.493107471,48,0.020833333
-1.233629868,0.595115166,Clark et al,0.771437078,-1.599132194,48,0.020833333
-1.226431078,0.594008324,Clark et al,0.770719355,-1.591281015,48,0.020833333
-1.132142567,0.580109174,Clark et al,0.761648984,-1.486436129,48,0.020833333
-1.073255793,0.571992375,Clark et al,0.756301775,-1.41908406,48,0.020833333
-1.259686202,0.599175583,Clark et al,0.774064327,-1.627366302,48,0.020833333
-1.353677397,0.614527656,Clark et al,0.783918144,-1.726809626,48,0.020833333
-1.139689503,0.58118076,Clark et al,0.762352123,-1.494964686,48,0.020833333
-1.078666593,0.572720101,Clark et al,0.756782731,-1.425331934,48,0.020833333
-1.196132647,0.589420832,Clark et al,0.767737476,-1.557996952,48,0.020833333
-1.248169128,0.597370386,Clark et al,0.772897397,-1.614922153,48,0.020833333
-1.767386036,0.020411477,Charmantier et al,0.142868739,-12.37069805,3,0.333333333
0.002744384,0.500000471,Ernande et al,0.707107114,0.003881144,3,0.333333333
-0.583906003,0.090662459,Dupont-Nivet et al,0.301102074,-1.93922943,9,0.111111111
-1.156189954,0.101486687,Dupont-Nivet et al,0.318569752,-3.629314917,9,0.111111111
-0.992928132,0.097672894,Dupont-Nivet et al,0.31252663,-3.177099286,9,0.111111111
-0.772488714,0.011873949,Bentsen et al,0.108967649,-7.089156434,3,0.333333333
-0.251761077,0.008365792,Khaw et al,0.091464704,-2.752548989,12,0.083333333
-0.96069464,0.009257442,Khaw et al,0.096215601,-9.984811469,12,0.083333333
-0.922093918,0.009182051,Khaw et al,0.095823018,-9.622885325,12,0.083333333
-0.857490333,0.00906279,Khaw et al,0.095198687,-9.007375652,12,0.083333333
-1.101556361,0.065810189,Guan et al,0.256534966,-4.293981357,9,0.111111111
-1.230354478,0.067955515,Guan et al,0.260682787,-4.719738091,9,0.111111111
-1.217247531,0.067726368,Guan et al,0.260242902,-4.677351504,9,0.111111111
-0.766751949,0.021469771,Sae-Lim et al,0.146525668,-5.232884855,18,0.055555556
-1.086867424,0.022953202,Sae-Lim et al,0.151503142,-7.17389363,18,0.055555556
-0.717786035,0.021288042,Sae-Lim et al,0.145904222,-4.919570012,18,0.055555556
-1.051797796,0.022765697,Sae-Lim et al,0.150883056,-6.970947075,18,0.055555556
-1.063594298,0.022828082,Sae-Lim et al,0.151089649,-7.03949148,18,0.055555556
-0.847192813,0.021794339,Sae-Lim et al,0.147629059,-5.738658885,18,0.055555556
-2.105341368,0.621623114,Beacham,0.788430792,-2.670293181,120,0.008333333
-2.000686385,0.600137301,Beacham,0.774685291,-2.582579542,120,0.008333333
-1.09357173,0.459794956,Beacham,0.678081821,-1.612743028,120,0.008333333
-1.03687965,0.45375597,Beacham,0.673614111,-1.539278399,120,0.008333333
-1.120962238,0.462827817,Beacham,0.680314499,-1.647711816,120,0.008333333
-0.791374531,0.431313682,Beacham,0.656744762,-1.204995573,120,0.008333333
-1.1632563,0.467658261,Beacham,0.683855439,-1.701026612,120,0.008333333
-1.034270834,0.453485808,Beacham,0.673413549,-1.535862823,120,0.008333333
-0.850303359,0.43615079,Beacham,0.660417133,-1.287524681,120,0.008333333
-0.99331047,0.449333285,Beacham,0.670323269,-1.481837968,120,0.008333333
-0.763150426,0.429119929,Beacham,0.655072461,-1.164986275,120,0.008333333
-0.825713446,0.434090135,Beacham,0.65885517,-1.253254863,120,0.008333333
-1.158667365,0.467125503,Beacham,0.683465802,-1.695282136,120,0.008333333
-1.005950472,0.450596818,Beacham,0.671265087,-1.498588994,120,0.008333333
-1.100548099,0.460560306,Beacham,0.678645936,-1.621682297,120,0.008333333
-0.739922911,0.427374296,Beacham,0.653738706,-1.131832802,120,0.008333333
-1.156039282,0.466821341,Beacham,0.683243252,-1.691987852,120,0.008333333
-0.879191618,0.438648895,Beacham,0.662305741,-1.327470929,120,0.008333333
-0.852629865,0.436348884,Beacham,0.660567093,-1.290754375,120,0.008333333
-0.821106012,0.433710754,Beacham,0.658567198,-1.246806726,120,0.008333333
-2.694841167,0.763108446,Beacham,0.873560785,-3.084892559,120,0.008333333
-2.613767598,0.741589053,Beacham,0.86115565,-3.035186031,120,0.008333333
-1.161930453,0.467504119,Beacham,0.683742729,-1.699367912,120,0.008333333
-1.038228745,0.453895946,Beacham,0.673718002,-1.541043495,120,0.008333333
-1.047210238,0.454832464,Beacham,0.674412681,-1.552773647,120,0.008333333
-0.878454596,0.438584124,Beacham,0.662256841,-1.326456054,120,0.008333333
-1.216544605,0.473999039,Beacham,0.688475881,-1.767011217,120,0.008333333
-1.044718136,0.454571799,Beacham,0.6742194,-1.549522509,120,0.008333333
-0.6869562,0.423595441,Beacham,0.650842101,-1.055488265,120,0.008333333
-1.045545223,0.454658241,Beacham,0.674283502,-1.550601817,120,0.008333333
-0.666583106,0.422216652,Beacham,0.649782003,-1.025856523,120,0.008333333
-0.769672294,0.429619772,Beacham,0.655453867,-1.174258529,120,0.008333333
-1.150453315,0.466177141,Beacham,0.682771661,-1.684975198,120,0.008333333
-1.040931863,0.454176957,Beacham,0.673926522,-1.544577679,120,0.008333333
-1.114211221,0.462073332,Beacham,0.679759761,-1.639125005,120,0.008333333
-0.783102946,0.430662511,Beacham,0.656248818,-1.193301876,120,0.008333333
-1.15696996,0.466928974,Beacham,0.683322014,-1.693154818,120,0.008333333
-0.916487895,0.441997503,Beacham,0.664828928,-1.378531915,120,0.008333333
-0.753095329,0.428357629,Beacham,0.654490358,-1.150659166,120,0.008333333
-0.889346987,0.439546903,Beacham,0.662983335,-1.341431887,120,0.008333333
-1.212438724,0.236750191,Schade et al,0.486569822,-2.491808307,18,0.055555556
-0.842028104,0.217725283,Schade et al,0.466610419,-1.804563443,18,0.055555556
-1.131062734,0.231982573,Schade et al,0.481645692,-2.348329389,18,0.055555556
-1.21270079,0.23676608,Schade et al,0.486586149,-2.492263278,18,0.055555556
-0.837410638,0.217531414,Schade et al,0.466402631,-1.795467225,18,0.055555556
-1.09135911,0.229776618,Schade et al,0.479350204,-2.276746942,18,0.055555556
-1.109461398,4.99E-05,Santana et al,0.007064236,-157.0532699,6,0.166666667
-1.019572624,4.66E-05,Santana et al,0.006824515,-149.3985541,6,0.166666667
-1.168478853,0.032976559,Evans et al,0.181594491,-6.434550104,42,0.023809524
0.15157539,0.028249912,Evans et al,0.168077102,0.901820583,42,0.023809524
0.369011254,0.028648483,Evans et al,0.169258629,2.180162134,42,0.023809524
-0.398281667,0.028727564,Evans et al,0.169492078,-2.349854178,42,0.023809524
-0.19808187,0.028307171,Evans et al,0.168247349,-1.177325352,42,0.023809524
-0.323983027,0.028538609,Evans et al,0.168933742,-1.917811226,42,0.023809524
-0.198604233,0.0283079,Evans et al,0.168249518,-1.180414873,42,0.023809524
-0.843070737,0.030671719,Evans et al,0.175133433,-4.813876618,42,0.023809524
-0.884952009,0.030926549,Evans et al,0.17585946,-5.032154717,42,0.023809524
-0.240575748,0.028372805,Evans et al,0.168442291,-1.428238405,42,0.023809524
-1.359712146,0.034678934,Evans et al,0.186222806,-7.301533975,42,0.023809524
-1.015641483,0.031801154,Evans et al,0.178328779,-5.695331317,42,0.023809524
-1.396440479,0.035035373,Evans et al,0.187177385,-7.460519242,42,0.023809524
-1.381194483,0.034886261,Evans et al,0.186778642,-7.394820228,42,0.023809524
-1.345194959,0.306548421,Nystrand et al,0.553668151,-2.429605093,18,0.055555556
-1.146413209,0.291070726,Nystrand et al,0.539509709,-2.124916734,18,0.055555556
-1.114435757,0.288811471,Nystrand et al,0.537411826,-2.073709033,18,0.055555556
-1.269100364,0.300331742,Nystrand et al,0.548025311,-2.315769615,18,0.055555556
-1.036153017,0.283550409,Nystrand et al,0.532494515,-1.945847305,18,0.055555556
-0.601424022,0.261303464,Nystrand et al,0.511178505,-1.176544037,18,0.055555556
-0.56636843,0.004116876,Heerwarden&Sgro,0.06416289,-8.827040564,3,0.333333333
-1.207761485,0.000637894,Sousa et al,0.025256558,-47.81971892,3,0.333333333
-1.004423152,0.00399986,McLaren et al,0.063244446,-15.88160251,24,0.041666667
-1.148966957,0.004137585,McLaren et al,0.064324064,-17.86216354,24,0.041666667
-1.043861933,0.004035604,McLaren et al,0.063526405,-16.43193776,24,0.041666667
-0.361117857,0.003611161,McLaren et al,0.060092936,-6.009322925,24,0.041666667
-1.186204184,0.004176061,McLaren et al,0.06462245,-18.35591475,24,0.041666667
-1.040417533,0.004032428,McLaren et al,0.063501398,-16.38416737,24,0.041666667
-1.061538015,0.004052071,McLaren et al,0.06365588,-16.67619734,24,0.041666667
-0.851870033,0.003874558,McLaren et al,0.062245944,-13.68555078,24,0.041666667
-0.548410631,0.032939501,Alcapan et al,0.181492426,-3.021672263,24,0.041666667
-0.592280267,0.033138079,Alcapan et al,0.182038675,-3.2535958,24,0.041666667
-0.766233806,0.03407585,Alcapan et al,0.184596452,-4.150858788,24,0.041666667
-0.621831484,0.033280454,Alcapan et al,0.182429312,-3.408616062,24,0.041666667
-1.055896183,0.036170305,Alcapan et al,0.190184922,-5.551944771,24,0.041666667
-1.099688066,0.036544896,Alcapan et al,0.191167194,-5.75249362,24,0.041666667
-1.15655409,0.037054037,Alcapan et al,0.192494252,-6.008252592,24,0.041666667
-1.122379554,0.036744984,Alcapan et al,0.191689811,-5.855186297,24,0.041666667
-1.203798165,0.010836158,Edvardsson et al,0.10409687,-11.56421099,3,0.333333333
-1.084160746,0.011847883,Reale et al,0.108847983,-9.960320072,3,0.333333333
-0.366779609,0.005380556,Coltman et al,0.073352275,-5.000248597,6,0.166666667
-0.703480294,0.004877469,Coltman et al,0.069838879,-10.07290361,6,0.166666667
-0.986081359,0.024923212,Bubliy et al,0.157870872,-6.246125989,9,0.111111111
-1.062966814,0.025360829,Bubliy et al,0.159250837,-6.674795783,9,0.111111111
-1.047997136,0.02527305,Bubliy et al,0.158974998,-6.592213552,9,0.111111111
-1.198396341,0.004750911,Bubliy & LoeschckeA,0.06892685,-17.386495,15,0.066666667
-1.123663962,0.00466397,Bubliy & LoeschckeA,0.068293267,-16.4535102,15,0.066666667
-1.030057866,0.004562968,Bubliy & LoeschckeA,0.067549741,-15.24887953,15,0.066666667
-1.119704556,0.004535021,Bubliy & LoeschckeA,0.067342561,-16.62699691,15,0.066666667
-0.751779332,0.004198478,Bubliy & LoeschckeA,0.064795663,-11.60230941,15,0.066666667
-1.325432886,0.004517024,Bubliy & LoeschckeB,0.067208811,-19.72111801,15,0.066666667
-1.552626403,0.004819745,Bubliy & LoeschckeB,0.069424382,-22.36428128,15,0.066666667
-1.133667706,0.004298705,Bubliy & LoeschckeB,0.065564509,-17.29087463,15,0.066666667
-6.47350726,0.023104767,Bubliy & LoeschckeB,0.152002522,-42.58815685,15,0.066666667
-0.970907488,0.004140121,Bubliy & LoeschckeB,0.064343772,-15.08937785,15,0.066666667
-0.411619276,0.008509823,Janhunen et al,0.092248704,-4.462060266,9,0.111111111
-1.250504472,0.004981126,Janhunen et al,0.070577091,-17.71827738,9,0.111111111
-1.303393091,0.005051476,Janhunen et al,0.071073735,-18.33860414,9,0.111111111
-1.012000211,0.00205815,Rogell et al,0.04536684,-22.30704665,3,0.333333333
-1.182630942,0.005854584,Sisodia&Singh,0.076515253,-15.45614625,66,0.015151515
-1.345504338,0.006108447,Sisodia&Singh,0.078156555,-17.21550213,66,0.015151515
-1.441075083,0.006272637,Sisodia&Singh,0.079199979,-18.19539733,66,0.015151515
-1.107092614,0.005747949,Sisodia&Singh,0.075815229,-14.60250959,66,0.015151515
-0.626455912,0.005234258,Sisodia&Singh,0.072348171,-8.658904603,66,0.015151515
-1.191484196,0.005521554,Sisodia&Singh,0.074307158,-16.03458176,66,0.015151515
-1.205702011,0.005541485,Sisodia&Singh,0.074441152,-16.19671348,66,0.015151515
-1.313350719,0.005700066,Sisodia&Singh,0.075498779,-17.39565499,66,0.015151515
-1.189053427,0.00551817,Sisodia&Singh,0.074284384,-16.00677503,66,0.015151515
-0.719275525,0.004993906,Sisodia&Singh,0.070667575,-10.17829643,66,0.015151515
-1.235596351,0.00593355,Sisodia&Singh,0.077029538,-16.04055259,66,0.015151515
-1.41712865,0.006230439,Sisodia&Singh,0.078933133,-17.95353353,66,0.015151515
-1.471943019,0.006328074,Sisodia&Singh,0.07954919,-18.50355754,66,0.015151515
-1.134705014,0.005786113,Sisodia&Singh,0.076066501,-14.91727624,66,0.015151515
-1.001878006,0.005611146,Sisodia&Singh,0.074907583,-13.37485428,66,0.015151515
-0.885548711,0.00547578,Sisodia&Singh,0.073998516,-11.96711446,66,0.015151515
-1.153894513,0.006289635,Sisodia&Singh,0.079307219,-14.54967815,66,0.015151515
-1.19115294,0.006346891,Sisodia&Singh,0.079667378,-14.95157708,66,0.015151515
-1.279802267,0.006490435,Sisodia&Singh,0.080563238,-15.88568555,66,0.015151515
-1.124380084,0.006245571,Sisodia&Singh,0.079028924,-14.22745027,66,0.015151515
-0.992408472,0.006062507,Sisodia&Singh,0.0778621,-12.74571935,66,0.015151515
-0.999541468,0.006071818,Sisodia&Singh,0.077921868,-12.82748333,66,0.015151515
-1.237643548,0.019857837,Sunday et al,0.140917836,-8.782731706,6,0.166666667
-0.729534963,0.004266111,Sunday et al,0.06531547,-11.16940539,6,0.166666667
-1.33844433,0.004498456,Eads et al,0.067070533,-19.95577299,9,0.111111111
-0.711653645,0.003818791,Eads et al,0.061796369,-11.5161078,9,0.111111111
-1.087534059,0.006963938,Eads et al,0.083450213,-13.03213036,9,0.111111111
-0.318128941,0.02166159,Semlitsch,0.14717877,-2.161513789,9,0.111111111
-0.84831257,0.02990345,Semlitsch,0.172926139,-4.905635277,9,0.111111111
-1.735799204,0.037265756,Semlitsch,0.193043405,-8.991756022,9,0.111111111
-1.13326501,0.009919113,Kasule,0.099594743,-11.37876335,6,0.166666667
-1.000086638,0.00961557,Kasule,0.098059012,-10.19882439,6,0.166666667
-1.474772669,0.029538684,Sommer&Pearman,0.171868216,-8.580834227,6,0.166666667
-3.495655609,0.058569475,Sommer&Pearman,0.242011311,-14.44418277,6,0.166666667
-1.350641935,0.010867515,Fairbanks et al 2011,0.104247374,-12.95612423,3,0.333333333
-1.300828611,0.03032319,Shama et al,0.174135552,-7.470206964,24,0.041666667
-1.45997434,0.040724758,Shama et al,0.201803761,-7.234624028,24,0.041666667
-1.296993283,0.032154678,Shama et al,0.179317255,-7.232953045,24,0.041666667
-1.306457808,0.056460238,Shama et al,0.237613633,-5.498244329,24,0.041666667
-1.26690187,0.030253384,Shama et al,0.173935,-7.283766179,24,0.041666667
-1.204854432,0.039310163,Shama et al,0.198267906,-6.076900974,24,0.041666667
-1.173030824,0.031561396,Shama et al,0.177655274,-6.60284832,24,0.041666667
-1.221729269,0.056503705,Shama et al,0.237705079,-5.139685158,24,0.041666667
-1.30111457,0.021635936,Clark et al,0.147091589,-8.845608229,48,0.020833333
-1.295826594,0.021605283,Clark et al,0.146987355,-8.815905252,48,0.020833333
-1.492254367,0.02282773,Clark et al,0.151088484,-9.876691614,48,0.020833333
-1.426070936,0.022396603,Clark et al,0.149654948,-9.529059731,48,0.020833333
-1.313233759,0.021706658,Clark et al,0.147331797,-8.913444277,48,0.020833333
-1.305732925,0.021662809,Clark et al,0.14718291,-8.87149821,48,0.020833333
-1.41540288,0.02232894,Clark et al,0.149428714,-9.472094397,48,0.020833333
-1.407143362,0.022276903,Clark et al,0.14925449,-9.427812608,48,0.020833333
-1.298961619,0.02162344,Clark et al,0.147049109,-8.833522556,48,0.020833333
-1.231397991,0.021241833,Clark et al,0.145745781,-8.448944352,48,0.020833333
-1.445298566,0.022519839,Clark et al,0.150066116,-9.631078654,48,0.020833333
-1.553139184,0.02324161,Clark et al,0.152451993,-10.18772635,48,0.020833333
-1.307620581,0.021673821,Clark et al,0.147220313,-8.882066314,48,0.020833333
-1.237606062,0.021276046,Clark et al,0.145863108,-8.484709239,48,0.020833333
-1.372380516,0.022061224,Clark et al,0.148530212,-9.239739838,48,0.020833333
-1.432084472,0.022434969,Clark et al,0.149783072,-9.561056899,48,0.020833333
-1.816855773,0.004591316,Charmantier et al,0.067759247,-26.81339983,3,0.333333333
0.003159057,0.000666667,Ernande et al,0.025819905,0.122349675,3,0.333333333
-0.561303886,0.003767138,Dupont-Nivet et al,0.061377013,-9.145180909,9,0.111111111
-1.109566814,0.0041761,Dupont-Nivet et al,0.064622755,-17.16990898,9,0.111111111
-0.952857711,0.004031814,Dupont-Nivet et al,0.06349657,-15.00644387,9,0.111111111
-0.773587148,0.000832538,Bentsen et al,0.028853727,-26.81064912,3,0.333333333
-0.254428196,0.000400677,Khaw et al,0.02001693,-12.71065014,12,0.083333333
-0.972773625,0.000444471,Khaw et al,0.021082471,-46.14134793,12,0.083333333
-0.933573638,0.000440758,Khaw et al,0.020994244,-44.46807659,12,0.083333333
-0.868125328,0.0004349,Khaw et al,0.020854267,-41.62818775,12,0.083333333
-1.06108021,0.000923943,Guan et al,0.03039643,-34.90805373,9,0.111111111
-1.15846799,0.000945345,Guan et al,0.030746457,-37.67809689,9,0.111111111
-1.148250994,0.000943011,Guan et al,0.030708487,-37.39197529,9,0.111111111
-0.731560519,0.001014133,Sae-Lim et al,0.031845451,-22.97221383,18,0.055555556
-1.135814681,0.000905825,Sae-Lim et al,0.030096928,-37.73855819,18,0.055555556
-0.679294042,0.001027921,Sae-Lim et al,0.032061208,-21.18741228,18,0.055555556
-1.001994654,0.001069811,Sae-Lim et al,0.03270796,-30.63458133,18,0.055555556
-1.113634539,0.000901747,Sae-Lim et al,0.030029108,-37.08516842,18,0.055555556
-0.800416098,0.001049665,Sae-Lim et al,0.032398532,-24.70531985,18,0.055555556
-2.164915357,0.036981498,Beacham,0.19230574,-11.25767413,120,0.008333333
-2.057306908,0.035675903,Beacham,0.188880659,-10.89209935,120,0.008333333
-1.053686732,0.00227092,Beacham,0.047654176,-22.11111019,120,0.008333333
-1.000174318,0.002246077,Beacham,0.047392796,-21.10393151,120,0.008333333
-1.083151508,0.002285152,Beacham,0.047803266,-22.65852509,120,0.008333333
-0.764705114,0.002152141,Beacham,0.04639117,-16.48385049,120,0.008333333
-1.125616345,0.002226989,Beacham,0.047190988,-23.85235794,120,0.008333333
-1.002914914,0.002169538,Beacham,0.0465783,-21.53180589,120,0.008333333
-0.851050255,0.002107604,Beacham,0.045908649,-18.5379067,120,0.008333333
-0.96465675,0.002152979,Beacham,0.046400209,-20.78992266,120,0.008333333
-0.842198551,0.021773246,Beacham,0.147557602,-5.707591733,120,0.008333333
-0.901922726,0.022491831,Beacham,0.149972769,-6.013909937,120,0.008333333
-1.285627703,0.001642217,Beacham,0.040524275,-31.72487866,120,0.008333333
-1.116118267,0.001572955,Beacham,0.039660502,-28.14180872,120,0.008333333
-1.221084342,0.001614692,Beacham,0.040183229,-30.38790975,120,0.008333333
-0.820830548,0.001475651,Beacham,0.038414199,-21.36789424,120,0.008333333
-1.151444434,0.002033165,Beacham,0.045090628,-25.53622522,120,0.008333333
-0.87732201,0.001917785,Beacham,0.043792522,-20.03360318,120,0.008333333
-0.880912844,0.001919095,Beacham,0.043807475,-20.10873365,120,0.008333333
-0.819437913,0.001897408,Beacham,0.043559251,-18.81202944,120,0.008333333
-2.95892824,0.042313315,Beacham,0.205702005,-14.38453768,120,0.008333333
-2.869844458,0.04100208,Beacham,0.202489703,-14.17279211,120,0.008333333
-1.255206374,0.001819599,Beacham,0.042656758,-29.42573299,120,0.008333333
-1.122271757,0.001759673,Beacham,0.041948458,-26.75358792,120,0.008333333
-1.132711535,0.001764137,Beacham,0.042001629,-26.96827646,120,0.008333333
-0.950180599,0.001692049,Beacham,0.041134521,-23.09934781,120,0.008333333
-1.316780854,0.001833703,Beacham,0.042821754,-30.75027817,120,0.008333333
-1.131467901,0.00174839,Beacham,0.041813755,-27.05970588,120,0.008333333
-0.748203251,0.001612923,Beacham,0.040161218,-18.62999391,120,0.008333333
-1.132314626,0.001748751,Beacham,0.041818064,-27.07716492,120,0.008333333
-0.731876639,0.021556717,Beacham,0.146822057,-4.9847867,120,0.008333333
-0.845066267,0.022007458,Beacham,0.148349108,-5.696470155,120,0.008333333
-1.270661658,0.00174371,Beacham,0.041757756,-30.429357,120,0.008333333
-1.149774006,0.001690645,Beacham,0.041117455,-27.96316085,120,0.008333333
-1.230780944,0.001725618,Beacham,0.04154056,-29.62841452,120,0.008333333
-0.864982311,0.001586585,Beacham,0.039831963,-21.71578416,120,0.008333333
-1.26521157,0.001769728,Beacham,0.04206814,-30.07529144,120,0.008333333
-1.002651355,0.001660029,Beacham,0.040743448,-24.60889773,120,0.008333333
-0.826297435,0.001600607,Beacham,0.040007582,-20.6535208,120,0.008333333
-0.973100931,0.001649272,Beacham,0.040611236,-23.96137222,120,0.008333333
-1.261489393,0.022836561,Schade et al,0.151117705,-8.347727324,18,0.055555556
-0.876093366,0.020875094,Schade et al,0.144482159,-6.063678534,18,0.055555556
-1.176821239,0.02234502,Schade et al,0.149482506,-7.872635204,18,0.055555556
-1.261762062,0.022838199,Schade et al,0.151123125,-8.349232219,18,0.055555556
-0.871289094,0.020855106,Schade et al,0.144412972,-6.033316009,18,0.055555556
-1.135511358,0.022117586,Schade et al,0.148719823,-7.635238755,18,0.055555556
-1.103586283,3.52E-05,Santana et al,0.005933696,-185.9863177,6,0.166666667
-0.997518022,3.21E-05,Santana et al,0.005663542,-176.1297006,6,0.166666667
-1.172613757,0.011488999,Evans et al,0.107186747,-10.93991362,42,0.023809524
0.152111771,0.009832277,Evans et al,0.099157839,1.534036779,42,0.023809524
0.370317076,0.009971979,Evans et al,0.099859796,3.70837005,42,0.023809524
-0.399691069,0.009999697,Evans et al,0.099998486,-3.996971197,42,0.023809524
-0.198782823,0.009852346,Evans et al,0.099258986,-2.002668283,42,0.023809524
-0.325129508,0.009933467,Evans et al,0.099666781,-3.262165246,42,0.023809524
-0.199307035,0.009852602,Evans et al,0.099260274,-2.007923474,42,0.023809524
-0.846054117,0.010681137,Evans et al,0.103349585,-8.186332988,42,0.023809524
-0.888083595,0.010770456,Evans et al,0.10378081,-8.557300695,42,0.023809524
-0.241427076,0.009875352,Evans et al,0.099374804,-2.42945963,42,0.023809524
-1.364523769,0.012085693,Evans et al,0.109934947,-12.41210196,42,0.023809524
-1.019235541,0.011077011,Evans et al,0.105247381,-9.684189137,42,0.023809524
-1.401382073,0.012210627,Evans et al,0.110501706,-12.68199487,42,0.023809524
-1.386082126,0.012158362,Evans et al,0.110264964,-12.57046729,42,0.023809524
-1.236161069,0.010366923,Nystrand et al,0.101818086,-12.14087905,18,0.055555556
-1.058576536,0.009985221,Nystrand et al,0.099926078,-10.59359637,18,0.055555556
-1.030058229,0.009914693,Nystrand et al,0.099572553,-10.34480088,18,0.055555556
-1.202444828,0.00879108,Nystrand et al,0.093760758,-12.82460651,18,0.055555556
-0.984933903,0.00837078,Nystrand et al,0.09149197,-10.76524976,18,0.055555556
-0.574481397,0.007845077,Nystrand et al,0.088572439,-6.486006277,18,0.055555556
-0.512378087,0.001771623,Heerwarden&Sgro,0.042090657,-12.17320232,3,0.333333333
-1.081507698,0.000728395,Sousa et al,0.026988794,-40.0724728,3,0.333333333
-0.965201391,0.000247481,McLaren et al,0.015731533,-61.3545685,24,0.041666667
-1.093876646,0.000258544,McLaren et al,0.016079296,-68.03013467,24,0.041666667
-0.994385018,0.000255414,McLaren et al,0.01598167,-62.22034572,24,0.041666667
-0.351679211,0.000236457,McLaren et al,0.015377155,-22.87023925,24,0.041666667
-1.135013342,0.00026945,McLaren et al,0.01641492,-69.14522362,24,0.041666667
-0.991893149,0.000856121,McLaren et al,0.029259549,-33.89980951,24,0.041666667
-1.015796744,0.000872566,McLaren et al,0.029539229,-34.38805884,24,0.041666667
-0.815502672,0.000835025,McLaren et al,0.028896807,-28.22120348,24,0.041666667
-0.52879608,0.000584688,Alcapan et al,0.024180332,-21.86885111,24,0.041666667
-0.587387517,0.000898756,Alcapan et al,0.029979258,-19.59313058,24,0.041666667
-0.748299072,0.001227761,Alcapan et al,0.035039418,-21.35592196,24,0.041666667
-0.726606956,0.002631947,Alcapan et al,0.05130251,-14.16318544,24,0.041666667
-1.010988282,0.000636537,Alcapan et al,0.025229686,-40.07137783,24,0.041666667
-1.089416353,0.000989331,Alcapan et al,0.031453631,-34.63563101,24,0.041666667
-1.126381202,0.001328987,Alcapan et al,0.036455269,-30.89762456,24,0.041666667
-1.324726572,0.002983105,Alcapan et al,0.054617804,-24.25448232,24,0.041666667
-1.205409217,0.003687012,Edvardsson et al,0.060720769,-19.85167909,3,0.333333333
-1.682831285,0.394397371,Schmiede et al,0.628010646,-2.679622227,125,0.008
-1.895631901,0.419780677,Schmiede et al,0.647904836,-2.925787547,125,0.008
0.9155145,0.327938893,Schmiede et al,0.572659492,1.598706585,125,0.008
-1.264870083,0.353329878,Schmiede et al,0.594415576,-2.127922169,125,0.008
-0.237773977,0.301884549,Schmiede et al,0.549440214,-0.432756778,125,0.008
-2.743914046,0.55096881,Schmiede et al,0.742272733,-3.696638614,125,0.008
-1.689328553,0.395127699,Schmiede et al,0.628591838,-2.687480891,125,0.008
-1.436049888,0.368741309,Schmiede et al,0.607240734,-2.364877399,125,0.008
-1.313389957,0.357499773,Schmiede et al,0.597912847,-2.196624414,125,0.008
-1.705883873,0.397001326,Schmiede et al,0.630080413,-2.707406609,125,0.008
-1.680887886,0.39417947,Schmiede et al,0.627837136,-2.677267383,125,0.008
-0.502669499,0.308422554,Schmiede et al,0.555358041,-0.905126895,125,0.008
-2.013408044,0.435127065,Schmiede et al,0.659641619,-3.05227564,125,0.008
-1.341106356,0.359952209,Schmiede et al,0.599960173,-2.235325639,125,0.008
-2.491487198,0.506916949,Schmiede et al,0.711981003,-3.49937314,125,0.008
-0.09577041,0.300305732,Schmiede et al,0.548001581,-0.174763017,125,0.008
